move_id,event_id,move_type,cargo_type,yard_slot
M4906,E8,LDS,IMP,28
M4907,E8,TSS,TRI,37
M4908,E8,DSC,EXP,37
M4909,E8,LDS,TRI,11
M4910,E8,LDS,TRI,39
M4911,E8,TSM,TRI,18
M4912,E8,DSC,IMP,8
M4913,E8,LDS,TRI,38
M4914,E8,RHL,IMP,13
M4915,E8,RHL,EXP,26
M4916,E8,DSC,EXP,8
M4917,E8,DSC,TRX,14
M4918,E8,LDS,TRI,7
M4919,E8,TSS,TRI,26
M4920,E8,LDS,EXP,37
M4921,E8,TSS,IMP,21
M4922,E8,DSC,EXP,33
M4923,E8,LDS,TRI,15
M4924,E8,TSM,EXP,11
M4925,E8,LDS,IMP,27
M4926,E8,LDS,IMP,3
M4927,E8,DSC,TRI,23
M4928,E8,LDS,EXP,39
M4929,E8,LDS,TRX,12
M4930,E8,LDS,IMP,2
M4931,E8,DSC,EXP,15
M4932,E8,LDS,TRI,21
M4933,E8,DSC,IMP,1
M4934,E8,TSM,TRI,28
M4935,E8,LDS,IMP,5
M4936,E8,LDS,EXP,7
M4937,E8,TSS,TRI,21
M4938,E8,DSC,EXP,39
M4939,E8,LDS,EXP,40
M4940,E8,DSC,EXP,37
M4941,E8,DSC,TRX,18
M4942,E8,LDS,TRI,31
M4943,E8,TSS,TRX,34
M4944,E8,DSC,IMP,5
M4945,E8,TSS,IMP,39
M4946,E8,LDS,EXP,5
M4947,E8,DSC,TRX,41
M4948,E8,DSC,TRX,24
M4949,E8,DSC,TRI,16
M4950,E8,TSM,TRI,18
M4951,E8,LDS,TRI,23
M4952,E8,DSC,TRI,30
M4953,E8,TSS,IMP,31
M4954,E8,TSS,TRI,5
M4955,E8,LDS,EXP,12
M4956,E8,DSC,IMP,18
M4957,E8,TSM,EXP,30
M4958,E8,DSC,TRX,13
M4959,E8,TSS,EXP,26
M4960,E8,LDS,EXP,22
M4961,E8,DSC,TRX,26
M4962,E8,RHL,TRI,3
M4963,E8,DSC,EXP,13
M4964,E8,DSC,TRX,22
M4965,E8,LDS,TRI,34
M4966,E8,DSC,TRX,27
M4967,E8,DSC,TRX,8
M4968,E8,LDS,IMP,31
M4969,E8,LDS,IMP,14
M4970,E8,LDS,IMP,23
M4971,E8,DSC,TRX,24
M4972,E8,LDS,TRX,26
M4973,E8,LDS,TRX,15
M4974,E8,DSC,TRX,5
M4975,E8,DSC,EXP,6
M4976,E8,LDS,TRX,26
M4977,E8,RHL,TRX,15
M4978,E8,TSM,EXP,33
M4979,E8,TSM,IMP,38
M4980,E8,LDS,IMP,33
M4981,E8,DSC,IMP,5
M4982,E8,DSC,EXP,27
M4983,E8,TSM,IMP,35
M4984,E8,TSM,TRI,17
M4985,E8,DSC,TRI,31
M4986,E8,RHL,TRI,13
M4987,E8,TSS,IMP,23
M4988,E8,LDS,IMP,40
M4989,E8,DSC,TRI,13
M4990,E8,DSC,IMP,11
M4991,E8,TSM,EXP,36
M4992,E8,DSC,IMP,29
M4993,E8,RHL,TRX,30
M4994,E8,LDS,TRX,38
M4995,E8,LDS,IMP,29
M4996,E8,TSM,TRX,31
M4997,E8,LDS,TRI,5
M4998,E8,RHL,IMP,23
M4999,E8,DSC,TRX,31
M5000,E8,TSS,IMP,38
M5001,E8,TSS,EXP,29
M5002,E8,LDS,TRX,21
M5003,E8,RHL,EXP,15
M5004,E8,DSC,TRX,32
M5005,E8,DSC,TRI,11
M5006,E8,LDS,TRI,32
M5007,E8,TSS,IMP,2
M5008,E8,DSC,TRX,19
M5009,E8,DSC,TRX,34
M5010,E8,DSC,IMP,23
M5011,E8,DSC,TRI,26
M5012,E8,DSC,TRX,26
M5013,E8,LDS,EXP,31
M5014,E8,DSC,IMP,26
M5015,E8,LDS,EXP,32
M5016,E8,DSC,IMP,19
M5017,E8,LDS,IMP,39
M5018,E8,LDS,IMP,13
M5019,E8,DSC,TRI,10
M5020,E8,LDS,IMP,15
M5021,E8,DSC,TRI,19
M5022,E8,LDS,TRX,42
M5023,E8,RHL,TRX,5
M5024,E8,DSC,TRX,9
M5025,E8,RHL,EXP,41
M5026,E8,DSC,TRI,10
M5027,E8,DSC,TRI,29
M5028,E8,LDS,IMP,37
M5029,E8,DSC,EXP,25
M5030,E8,TSS,TRX,33
M5031,E8,TSM,TRI,40
M5032,E8,RHL,TRI,5
M5033,E8,LDS,TRX,21
M5034,E8,LDS,TRI,40
M5035,E8,LDS,TRX,19
M5036,E8,TSM,EXP,24
M5037,E8,DSC,TRI,14
M5038,E8,TSM,TRI,7
M5039,E8,TSM,TRI,40
M5040,E8,DSC,EXP,10
M5041,E8,LDS,EXP,21
M5042,E8,DSC,IMP,32
M5043,E8,TSS,TRI,40
M5044,E8,LDS,IMP,29
M5045,E8,TSS,TRI,7
M5046,E8,LDS,TRX,11
M5047,E8,LDS,TRI,4
M5048,E8,DSC,IMP,11
M5049,E8,TSM,TRX,33
M5050,E8,LDS,TRX,38
M5051,E8,TSS,IMP,18
M5052,E8,LDS,EXP,12
M5053,E8,TSS,TRI,11
M5054,E8,LDS,EXP,28
M5055,E8,DSC,TRX,10
M5056,E8,DSC,TRI,30
M5057,E9,DSC,TRI,4
M5058,E9,DSC,TRI,8
M5059,E9,TSM,EXP,41
M5060,E9,TSS,TRX,16
M5061,E9,LDS,EXP,12
M5062,E9,DSC,EXP,2
M5063,E9,LDS,IMP,13
M5064,E9,DSC,IMP,40
M5065,E9,RHL,EXP,21
M5066,E9,TSS,EXP,35
M5067,E9,LDS,TRX,3
M5068,E9,LDS,TRI,21
M5069,E9,TSM,TRI,23
M5070,E9,LDS,TRI,42
M5071,E9,LDS,TRX,17
M5072,E9,RHL,TRX,36
M5073,E9,LDS,TRX,15
M5074,E9,TSS,EXP,10
M5075,E9,LDS,TRI,11
M5076,E9,LDS,TRI,1
M5077,E9,DSC,TRX,27
M5078,E9,LDS,EXP,34
M5079,E9,TSM,EXP,41
M5080,E9,DSC,IMP,33
M5081,E9,DSC,TRI,11
M5082,E9,RHL,EXP,13
M5083,E9,DSC,EXP,1
M5084,E9,DSC,IMP,7
M5085,E9,LDS,EXP,13
M5086,E9,TSM,IMP,11
M5087,E9,DSC,TRX,35
M5088,E9,LDS,TRX,32
M5089,E9,LDS,EXP,7
M5090,E9,TSM,TRX,24
M5091,E9,DSC,IMP,12
M5092,E9,TSM,EXP,10
M5093,E9,LDS,TRI,25
M5094,E9,LDS,TRX,13
M5095,E9,TSS,TRX,11
M5096,E9,DSC,IMP,38
M5097,E9,LDS,IMP,1
M5098,E9,TSM,IMP,33
M5099,E9,LDS,TRI,14
M5100,E9,TSS,TRI,16
M5101,E9,LDS,TRI,29
M5102,E9,LDS,TRX,41
M5103,E9,DSC,IMP,12
M5104,E9,DSC,TRI,36
M5105,E9,LDS,EXP,23
M5106,E9,DSC,TRX,27
M5107,E9,DSC,IMP,11
M5108,E9,LDS,TRI,34
M5109,E9,DSC,TRI,38
M5110,E9,LDS,EXP,10
M5111,E9,TSS,TRX,8
M5112,E9,DSC,EXP,13
M5113,E9,LDS,EXP,18
M5114,E9,TSS,EXP,15
M5115,E9,TSS,EXP,25
M5116,E9,DSC,IMP,29
M5117,E9,LDS,TRX,27
M5118,E9,LDS,TRX,22
M5119,E9,DSC,IMP,12
M5120,E9,DSC,IMP,19
M5121,E9,DSC,IMP,13
M5122,E9,TSM,IMP,8
M5123,E9,LDS,EXP,22
M5124,E9,LDS,EXP,30
M5125,E9,TSM,EXP,38
M5126,E9,LDS,IMP,41
M5127,E9,DSC,TRI,22
M5128,E9,RHL,TRI,32
M5129,E9,LDS,TRX,33
M5130,E9,LDS,TRI,34
M5131,E9,LDS,TRX,29
M5132,E9,RHL,EXP,30
M5133,E9,DSC,IMP,27
M5134,E9,LDS,EXP,12
M5135,E9,DSC,TRX,8
M5136,E9,DSC,IMP,40
M5137,E9,TSS,IMP,23
M5138,E9,DSC,TRI,23
M5139,E9,LDS,IMP,6
M5140,E9,DSC,IMP,11
M5141,E9,DSC,EXP,12
M5142,E9,RHL,TRI,39
M5143,E9,DSC,EXP,41
M5144,E9,TSS,IMP,18
M5145,E9,DSC,IMP,6
M5146,E9,TSS,TRX,7
M5147,E9,LDS,TRX,15
M5148,E9,DSC,TRI,12
M5149,E9,LDS,EXP,31
M5150,E9,LDS,EXP,38
M5151,E9,TSM,TRI,15
M5152,E9,LDS,TRI,36
M5153,E9,TSS,EXP,9
M5154,E9,TSS,EXP,18
M5155,E9,DSC,EXP,16
M5156,E9,LDS,TRX,11
M5157,E9,TSS,EXP,7
M5158,E9,TSM,TRI,9
M5159,E9,LDS,TRX,27
M5160,E9,TSS,TRX,11
M5161,E9,TSM,TRX,4
M5162,E9,RHL,EXP,5
M5163,E9,DSC,TRX,4
M5164,E9,DSC,TRX,16
M5165,E9,LDS,TRI,38
M5166,E9,RHL,IMP,3
M5167,E9,DSC,TRI,2
M5168,E9,LDS,TRI,27
M5169,E9,TSM,IMP,6
M5170,E9,DSC,TRI,28
M5171,E9,LDS,TRI,15
M5172,E9,LDS,IMP,17
M5173,E9,RHL,TRX,11
M5174,E9,LDS,TRI,20
M5175,E9,LDS,TRI,30
M5176,E9,DSC,TRI,18
M5177,E9,LDS,TRI,28
M5178,E9,TSM,TRI,13
M5179,E9,TSS,TRI,29
M5180,E9,LDS,IMP,13
M5181,E9,RHL,TRI,37
M5182,E9,DSC,EXP,21
M5183,E9,DSC,TRX,12
M5184,E9,DSC,TRX,4
M5185,E9,DSC,EXP,20
M5186,E9,RHL,IMP,10
M5187,E9,LDS,TRI,17
M5188,E9,DSC,IMP,11
M5189,E9,DSC,IMP,22
M5190,E9,DSC,EXP,14
M5191,E9,DSC,EXP,34
M5192,E9,LDS,EXP,11
M5193,E9,DSC,TRI,6
M5194,E9,LDS,IMP,36
M5195,E9,DSC,IMP,32
M5196,E9,DSC,TRX,20
M5197,E9,LDS,IMP,39
M5198,E9,RHL,TRI,38
M5199,E9,TSM,EXP,10
M5200,E9,TSM,EXP,23
M5201,E9,LDS,IMP,37
M5202,E9,TSM,TRX,29
M5203,E9,LDS,IMP,20
M5204,E9,DSC,IMP,33
M5205,E9,RHL,EXP,27
M5206,E9,DSC,TRI,38
M5207,E9,TSM,TRX,13
M5208,E9,DSC,TRX,12
M5209,E9,TSS,TRI,11
M5210,E9,LDS,EXP,27
M5211,E9,TSS,TRI,28
M5212,E9,DSC,TRI,26
M5213,E9,TSS,EXP,36
M5214,E9,RHL,TRX,36
M5215,E9,LDS,EXP,17
M5216,E9,DSC,TRI,7
M5217,E9,LDS,IMP,26
M5218,E9,DSC,EXP,27
M5219,E9,TSM,IMP,36
M5220,E9,DSC,EXP,3
M5221,E9,LDS,TRI,27
M5222,E9,DSC,TRI,6
M5223,E9,TSS,EXP,22
M5224,E9,RHL,EXP,4
M5225,E9,LDS,TRI,40
M5226,E9,LDS,TRI,24
M5227,E9,LDS,IMP,23
M5228,E9,DSC,TRI,23
M5229,E9,RHL,TRX,32
M5230,E9,LDS,IMP,31
M5231,E9,DSC,EXP,30
M5232,E9,TSM,IMP,12
M5233,E9,TSS,EXP,28
M5234,E9,TSS,TRI,32
M5235,E9,DSC,TRI,20
M5236,E9,LDS,TRX,3
M5237,E9,LDS,TRI,13
M5238,E9,DSC,IMP,24
M5239,E9,DSC,TRI,4
M5240,E9,DSC,IMP,34
M5241,E9,LDS,EXP,4
M5242,E9,LDS,IMP,27
M5243,E9,DSC,TRX,39
M5244,E9,LDS,EXP,35
M5245,E9,TSM,TRI,14
M5246,E9,RHL,TRX,2
M5247,E9,LDS,TRX,18
M5248,E9,TSM,TRI,21
M5249,E9,LDS,EXP,28
M5250,E9,DSC,TRI,19
M5251,E9,DSC,IMP,25
M5252,E9,DSC,TRI,27
M5253,E9,TSM,IMP,8
M5254,E9,DSC,TRX,21
M5255,E9,DSC,TRI,25
M5256,E9,LDS,IMP,35
M5257,E9,DSC,TRI,6
M5258,E9,DSC,IMP,32
M5259,E9,RHL,TRI,24
M5260,E9,DSC,TRX,24
M5261,E9,LDS,TRI,38
M5262,E9,LDS,TRX,39
M5263,E9,TSM,IMP,41
M5264,E9,TSM,IMP,41
M5265,E9,LDS,EXP,11
M5266,E9,TSM,IMP,29
M5267,E9,LDS,TRI,25
M5268,E9,TSS,IMP,28
M5269,E9,TSM,TRI,22
M5270,E9,LDS,IMP,4
M5271,E9,LDS,TRI,28
M5272,E9,TSM,IMP,32
M5273,E9,DSC,TRX,12
M5274,E9,DSC,IMP,33
M5275,E9,TSS,EXP,42
M5276,E9,DSC,TRI,18
M5277,E9,LDS,TRI,2
M5278,E9,LDS,TRI,40
M5279,E9,TSM,EXP,26
M5280,E9,TSS,TRX,12
M5281,E9,DSC,TRI,10
M5282,E9,LDS,EXP,34
M5283,E9,LDS,TRX,2
M5284,E9,TSM,EXP,19
M5285,E9,LDS,TRI,13
M5286,E9,LDS,TRX,20
M5287,E9,DSC,IMP,15
M5288,E9,LDS,IMP,9
M5289,E9,DSC,EXP,13
M5290,E9,LDS,TRX,25
M5291,E9,TSS,EXP,14
M5292,E9,LDS,TRX,24
M5293,E9,DSC,IMP,20
M5294,E9,LDS,TRI,10
M5295,E9,TSS,EXP,3
M5296,E9,DSC,EXP,37
M5297,E9,TSM,IMP,12
M5298,E9,DSC,TRX,24
M5299,E9,TSM,TRI,38
M5300,E9,DSC,TRI,30
M5301,E9,TSM,IMP,41
M5302,E9,DSC,TRX,29
M5303,E9,RHL,EXP,11
M5304,E9,DSC,IMP,18
M5305,E9,DSC,IMP,18
M5306,E9,DSC,TRX,26
M5307,E9,LDS,TRX,15
M5308,E9,DSC,TRX,31
M5309,E9,LDS,TRI,35
M5310,E9,DSC,TRI,29
M5311,E9,LDS,IMP,19
M5312,E9,DSC,IMP,8
M5313,E9,DSC,TRI,11
M5314,E9,LDS,TRI,17
M5315,E9,TSS,TRX,41
M5316,E9,DSC,EXP,25
M5317,E9,TSS,IMP,2
M5318,E9,DSC,EXP,16
M5319,E9,DSC,IMP,35
M5320,E9,DSC,EXP,7
M5321,E9,TSM,EXP,17
M5322,E9,TSM,EXP,18
M5323,E9,TSM,EXP,23
M5324,E9,LDS,EXP,42
M5325,E9,RHL,IMP,11
M5326,E9,LDS,TRX,9
M5327,E9,TSM,TRI,15
M5328,E9,DSC,TRX,9
M5329,E9,DSC,EXP,33
M5330,E9,DSC,EXP,20
M5331,E9,DSC,EXP,7
M5332,E9,DSC,TRX,7
M5333,E9,RHL,EXP,13
M5334,E9,LDS,TRI,24
M5335,E9,LDS,EXP,39
M5336,E9,DSC,IMP,14
M5337,E9,LDS,EXP,17
M5338,E9,TSS,IMP,6
M5339,E9,TSM,IMP,32
M5340,E9,RHL,TRX,13
M5341,E9,DSC,TRX,16
M5342,E9,LDS,TRI,9
M5343,E9,DSC,IMP,36
M5344,E9,DSC,TRI,17
M5345,E9,TSM,EXP,14
M5346,E9,TSS,IMP,15
M5347,E9,DSC,IMP,9
M5348,E9,TSS,TRX,22
M5349,E9,LDS,TRX,32
M5350,E9,LDS,IMP,1
M5351,E9,LDS,EXP,6
M5352,E9,LDS,TRI,6
M5353,E9,DSC,IMP,41
M5354,E9,DSC,EXP,8
M5355,E9,TSS,EXP,39
M5356,E9,DSC,EXP,16
M5357,E9,TSM,EXP,27
M5358,E9,LDS,TRX,41
M5359,E9,TSS,IMP,24
M5360,E9,DSC,IMP,1
M5361,E9,LDS,TRX,42
M5362,E9,LDS,TRI,29
M5363,E9,TSM,IMP,25
M5364,E9,DSC,EXP,19
M5365,E9,LDS,TRI,29
M5366,E9,DSC,TRI,6
M5367,E9,TSM,TRX,32
M5368,E9,LDS,EXP,10
M5369,E9,DSC,TRX,30
M5370,E9,LDS,TRI,20
M5371,E9,LDS,EXP,25
M5372,E9,RHL,IMP,23
M5373,E9,LDS,IMP,16
M5374,E9,DSC,TRI,13
M5375,E9,LDS,IMP,12
M5376,E9,LDS,IMP,6
M5377,E9,LDS,EXP,16
M5378,E9,TSS,TRX,27
M5379,E9,DSC,TRI,3
M5380,E9,DSC,TRI,8
M5381,E9,DSC,TRX,19
M5382,E9,TSS,TRX,22
M5383,E9,LDS,EXP,9
M5384,E9,DSC,EXP,25
M5385,E9,RHL,EXP,39
M5386,E9,DSC,IMP,25
M5387,E9,DSC,TRX,19
M5388,E9,LDS,EXP,4
M5389,E9,LDS,TRI,39
M5390,E9,LDS,TRX,3
M5391,E9,TSS,TRX,8
M5392,E9,RHL,TRI,3
M5393,E9,TSS,TRX,26
M5394,E9,DSC,TRI,19
M5395,E9,LDS,EXP,19
M5396,E9,TSM,TRI,36
M5397,E9,LDS,TRI,42
M5398,E9,DSC,IMP,18
M5399,E9,LDS,EXP,8
M5400,E9,TSS,TRX,29
M5401,E9,LDS,EXP,10
M5402,E9,LDS,TRX,27
M5403,E9,LDS,TRX,13
M5404,E9,TSM,TRX,35
M5405,E9,DSC,IMP,21
M5406,E9,RHL,EXP,26
M5407,E9,LDS,EXP,36
M5408,E9,DSC,TRI,12
M5409,E9,DSC,IMP,27
M5410,E9,DSC,TRX,29
M5411,E9,DSC,IMP,41
M5412,E9,DSC,TRX,30
M5413,E9,DSC,TRI,1
M5414,E9,DSC,TRX,5
M5415,E9,LDS,EXP,20
M5416,E9,LDS,TRI,41
M5417,E9,LDS,IMP,42
M5418,E9,LDS,TRI,10
M5419,E9,TSM,TRX,11
M5420,E9,DSC,EXP,11
M5421,E9,LDS,EXP,1
M5422,E9,DSC,TRX,41
M5423,E9,DSC,IMP,24
M5424,E9,LDS,EXP,7
M5425,E9,RHL,TRI,2
M5426,E9,TSM,TRI,4
M5427,E9,LDS,IMP,28
M5428,E9,DSC,TRX,28
M5429,E9,TSS,IMP,18
M5430,E9,TSM,EXP,29
M5431,E9,DSC,TRI,32
M5432,E9,RHL,EXP,34
M5433,E9,DSC,TRI,33
M5434,E9,DSC,IMP,30
M5435,E9,DSC,TRX,21
M5436,E9,DSC,IMP,4
M5437,E9,DSC,TRX,12
M5438,E9,RHL,EXP,35
M5439,E9,LDS,TRX,18
M5440,E9,DSC,IMP,42
M5441,E9,RHL,TRX,17
M5442,E9,LDS,TRX,5
M5443,E9,DSC,TRI,19
M5444,E9,TSM,TRI,9
M5445,E9,DSC,EXP,21
M5446,E9,LDS,IMP,6
M5447,E9,TSM,IMP,13
M5448,E9,TSS,IMP,22
M5449,E9,RHL,TRX,8
M5450,E9,LDS,TRX,8
M5451,E9,DSC,TRX,39
M5452,E9,LDS,EXP,24
M5453,E9,TSS,EXP,17
M5454,E9,DSC,TRI,2
M5455,E9,LDS,IMP,4
M5456,E9,TSM,TRI,20
M5457,E9,TSS,TRI,24
M5458,E9,DSC,TRI,41
M5459,E9,DSC,TRX,29
M5460,E9,LDS,EXP,5
M5461,E9,TSS,TRX,2
M5462,E9,DSC,TRX,28
M5463,E9,DSC,TRI,7
M5464,E9,TSM,TRX,7
M5465,E9,RHL,TRI,9
M5466,E9,LDS,TRI,18
M5467,E9,LDS,EXP,35
M5468,E9,TSM,IMP,20
M5469,E9,LDS,TRI,6
M5470,E9,TSS,TRX,21
M5471,E9,LDS,EXP,11
M5472,E9,TSM,EXP,5
M5473,E9,DSC,TRI,16
M5474,E9,RHL,TRX,36
M5475,E9,DSC,IMP,34
M5476,E9,LDS,TRX,17
M5477,E9,DSC,EXP,7
M5478,E9,LDS,IMP,36
M5479,E9,LDS,IMP,28
M5480,E9,DSC,EXP,32
M5481,E9,LDS,EXP,35
M5482,E9,DSC,IMP,37
M5483,E9,TSS,TRX,17
M5484,E9,TSS,EXP,7
M5485,E9,DSC,TRI,40
M5486,E9,LDS,EXP,7
M5487,E9,LDS,TRI,9
M5488,E9,LDS,TRX,33
M5489,E9,TSS,EXP,42
M5490,E9,LDS,TRI,35
M5491,E9,DSC,IMP,30
M5492,E9,DSC,TRI,10
M5493,E9,LDS,IMP,38
M5494,E9,RHL,EXP,1
M5495,E9,LDS,IMP,28
M5496,E9,TSS,TRX,3
M5497,E9,LDS,TRX,11
M5498,E9,DSC,TRI,20
M5499,E9,TSS,IMP,1
M5500,E9,LDS,IMP,2
M5501,E9,LDS,TRI,11
M5502,E9,DSC,TRX,21
M5503,E9,DSC,TRX,30
M5504,E9,LDS,EXP,36
M5505,E9,DSC,TRI,12
M5506,E9,DSC,TRI,38
M5507,E9,TSS,TRI,16
M5508,E9,LDS,TRI,7
M5509,E9,DSC,TRX,18
M5510,E9,DSC,TRI,9
M5511,E9,LDS,TRI,3
M5512,E9,LDS,EXP,16
M5513,E9,TSS,IMP,7
M5514,E9,DSC,TRI,20
M5515,E9,RHL,EXP,9
M5516,E9,DSC,TRI,3
M5517,E9,LDS,IMP,3
M5518,E9,DSC,TRI,10
M5519,E9,LDS,TRI,26
M5520,E9,LDS,IMP,37
M5521,E9,TSS,EXP,42
M5522,E9,DSC,EXP,12
M5523,E9,DSC,EXP,38
M5524,E9,DSC,EXP,23
M5525,E9,DSC,TRX,38
M5526,E9,RHL,TRX,17
M5527,E9,TSM,EXP,7
M5528,E9,LDS,TRX,30
M5529,E9,DSC,IMP,39
M5530,E9,DSC,TRX,37
M5531,E9,LDS,EXP,11
M5532,E9,LDS,EXP,8
M5533,E9,RHL,TRI,19
M5534,E9,LDS,TRX,20
M5535,E9,LDS,TRX,20
M5536,E9,LDS,TRI,26
M5537,E9,LDS,IMP,23
M5538,E9,TSM,EXP,25
M5539,E9,DSC,IMP,39
M5540,E9,DSC,EXP,10
M5541,E9,LDS,IMP,25
M5542,E9,RHL,TRX,20
M5543,E9,DSC,TRI,17
M5544,E9,DSC,TRX,28
M5545,E9,DSC,TRI,32
M5546,E9,DSC,EXP,5
M5547,E9,RHL,IMP,37
M5548,E9,LDS,IMP,9
M5549,E9,TSM,TRI,32
M5550,E9,DSC,EXP,9
M5551,E9,LDS,EXP,12
M5552,E9,TSS,IMP,22
M5553,E9,DSC,TRX,26
M5554,E9,TSM,TRI,26
M5555,E9,LDS,IMP,26
M5556,E9,TSM,IMP,29
M5557,E9,RHL,EXP,21
M5558,E9,DSC,IMP,32
M5559,E9,DSC,TRX,40
M5560,E9,LDS,EXP,13
M5561,E9,RHL,EXP,32
M5562,E9,LDS,IMP,4
M5563,E9,LDS,EXP,5
M5564,E9,LDS,IMP,15
M5565,E9,LDS,EXP,11
M5566,E9,LDS,EXP,12
M5567,E9,LDS,EXP,10
M5568,E9,TSM,IMP,26
M5569,E9,DSC,EXP,23
M5570,E9,DSC,EXP,40
M5571,E9,RHL,IMP,9
M5572,E9,LDS,EXP,33
M5573,E9,TSS,TRX,16
M5574,E9,TSM,TRX,16
M5575,E9,DSC,EXP,35
M5576,E9,LDS,EXP,11
M5577,E9,DSC,EXP,18
M5578,E9,DSC,EXP,25
M5579,E9,LDS,IMP,13
M5580,E9,LDS,EXP,14
M5581,E9,DSC,EXP,18
M5582,E9,DSC,IMP,28
M5583,E9,LDS,IMP,21
M5584,E9,LDS,IMP,17
M5585,E9,TSM,TRI,19
M5586,E9,DSC,TRX,30
M5587,E9,LDS,TRI,26
M5588,E9,LDS,TRX,36
M5589,E9,TSM,TRX,38
M5590,E9,RHL,TRI,42
M5591,E9,LDS,TRX,10
M5592,E9,DSC,EXP,25
M5593,E9,DSC,TRX,20
M5594,E9,TSM,TRI,27
M5595,E9,DSC,TRX,35
M5596,E9,LDS,TRX,19
M5597,E9,DSC,TRX,16
M5598,E9,DSC,EXP,35
M5599,E9,RHL,IMP,24
M5600,E9,LDS,EXP,27
M5601,E9,DSC,IMP,11
M5602,E9,LDS,IMP,25
M5603,E9,DSC,TRX,12
M5604,E9,TSS,IMP,25
M5605,E9,DSC,IMP,14
M5606,E9,DSC,EXP,7
M5607,E9,TSM,IMP,37
M5608,E9,LDS,IMP,37
M5609,E9,DSC,EXP,26
M5610,E9,LDS,TRI,11
M5611,E9,TSS,TRX,28
M5612,E9,TSS,TRI,1
M5613,E9,DSC,TRX,38
M5614,E9,DSC,TRX,26
M5615,E9,DSC,TRI,29
M5616,E9,DSC,EXP,12
M5617,E9,LDS,TRX,2
M5618,E9,DSC,IMP,4
M5619,E9,DSC,TRI,30
M5620,E9,RHL,TRI,5
M5621,E9,TSM,TRI,42
M5622,E9,DSC,IMP,10
M5623,E9,LDS,EXP,36
M5624,E9,DSC,TRX,28
M5625,E9,TSM,EXP,11
M5626,E9,DSC,TRI,37
M5627,E9,DSC,EXP,14
M5628,E9,DSC,IMP,14
M5629,E9,DSC,TRX,10
M5630,E9,LDS,TRI,36
M5631,E9,TSS,EXP,33
M5632,E9,DSC,EXP,15
M5633,E9,TSM,TRX,12
M5634,E9,DSC,EXP,6
M5635,E9,DSC,TRX,19
M5636,E9,LDS,TRX,38
M5637,E9,LDS,IMP,30
M5638,E9,RHL,TRI,27
M5639,E9,TSS,TRI,20
M5640,E9,DSC,IMP,23
M5641,E9,DSC,IMP,7
M5642,E9,LDS,TRX,6
M5643,E9,DSC,TRX,9
M5644,E9,TSS,TRX,19
M5645,E9,LDS,EXP,30
M5646,E9,LDS,TRI,21
M5647,E9,DSC,EXP,36
M5648,E9,RHL,EXP,39
M5649,E9,DSC,EXP,10
M5650,E9,DSC,EXP,11
M5651,E9,LDS,IMP,39
M5652,E9,LDS,EXP,4
M5653,E9,LDS,EXP,29
M5654,E9,DSC,EXP,3
M5655,E9,LDS,TRI,32
M5656,E9,LDS,TRX,6
M5657,E9,DSC,TRX,30
M5658,E9,RHL,TRI,21
M5659,E9,TSM,EXP,26
M5660,E9,LDS,TRX,29
M5661,E9,RHL,IMP,5
M5662,E9,DSC,EXP,19
M5663,E9,DSC,TRI,10
M5664,E9,LDS,TRI,41
M5665,E9,RHL,IMP,11
M5666,E9,DSC,TRI,4
M5667,E9,DSC,TRI,42
M5668,E9,TSM,IMP,1
M5669,E9,TSS,IMP,30
M5670,E9,LDS,IMP,15
M5671,E9,LDS,IMP,18
M5672,E9,DSC,TRX,6
M5673,E9,LDS,TRI,4
M5674,E9,DSC,TRI,11
M5675,E9,LDS,EXP,37
M5676,E9,RHL,TRX,27
M5677,E9,LDS,EXP,21
M5678,E9,RHL,IMP,2
M5679,E9,LDS,IMP,21
M5680,E9,TSS,EXP,11
M5681,E9,DSC,EXP,41
M5682,E9,LDS,EXP,10
M5683,E9,DSC,TRX,42
M5684,E9,RHL,IMP,17
M5685,E9,RHL,IMP,17
M5686,E9,RHL,IMP,3
M5687,E9,DSC,TRI,33
M5688,E9,DSC,TRI,15
M5689,E9,TSM,EXP,39
M5690,E9,DSC,TRX,23
M5691,E9,LDS,TRX,27
M5692,E9,DSC,EXP,10
M5693,E9,LDS,TRX,32
M5694,E9,TSS,TRI,2
M5695,E9,DSC,TRI,14
M5696,E9,LDS,IMP,29
M5697,E9,LDS,EXP,42
M5698,E9,LDS,EXP,7
M5699,E9,RHL,TRI,6
M5700,E9,DSC,EXP,8
M5701,E9,DSC,IMP,2
M5702,E9,DSC,TRX,24
M5703,E9,DSC,TRX,4
M5704,E9,DSC,TRI,40
M5705,E9,LDS,TRX,33
M5706,E9,DSC,IMP,26
M5707,E9,LDS,TRX,17
M5708,E9,DSC,EXP,19
M5709,E9,LDS,TRI,42
M5710,E9,LDS,IMP,42
M5711,E9,TSS,TRI,17
M5712,E9,LDS,TRI,28
M5713,E9,TSS,TRX,38
M5714,E9,LDS,TRX,27
M5715,E9,DSC,IMP,32
M5716,E9,DSC,IMP,39
M5717,E9,DSC,TRX,21
M5718,E9,LDS,TRI,28
M5719,E9,TSS,IMP,39
M5720,E9,DSC,IMP,20
M5721,E9,LDS,IMP,42
M5722,E9,LDS,EXP,12
M5723,E9,DSC,TRI,2
M5724,E9,TSS,IMP,26
M5725,E9,DSC,IMP,15
M5726,E9,DSC,EXP,41
M5727,E9,LDS,IMP,16
