ID_NUMBER,REL_NUM,CL_SUMMARY_TYPE,CTR_OPERATOR_BIC,CRANE_ID,NO_OF_MOVES,MOVE_DESCRIPTION,TYPE_OF_MOVE,EQ_TYPE,CONTAINER_SIZE,EMPTY_FULL,DEEP_SHORT_SEA,TRANSHIPMENT_FLAG,FK_TERMINAL_CALL,FK_TDR_REL
22,1,O,CMA,,102,RDR_FUL_20,RDR,CN,20,FUL,,,22,1
22,1,O,CMA,,57,RSOB_MT_40,RSOB,CN,40,MT,S,,22,1
22,1,O,CMA,,45,TSM_MT_20,TSM,CN,20,MT,D,Y,22,1
22,1,O,HLC,,1811,LOAD_FUL_45,LOAD,CN,45,FUL,D,Y,22,1
22,1,O,HLC,,1902,DISC_FUL_40,DISC,CN,40,FUL,,,22,1
22,1,O,HLC,,408,RDR_FUL_20,RDR,CN,20,FUL,S,,22,1
22,1,O,HLC,,226,RSOB_MT_40,RSOB,CN,40,MT,S,,22,1
22,1,O,HLC,,181,TSM_FUL_40,TSM,CN,40,FUL,D,Y,22,1
22,1,V,,,473,TTL_HCV,,HCV,,,,,22,1
22,1,C,,Q01,1652,TTL_MOVES,,,,,,,22,1
22,1,C,,Q02,1651,TTL_MOVES,,,,,,,22,1
22,1,C,,Q03,1651,TTL_MOVES,,,,,,,22,1
22,1,C,,Q04,1651,TTL_MOVES,,,,,,,22,1
22,1,C,,Q05,1651,TTL_MOVES,,,,,,,22,1
22,1,C,,Q06,1651,TTL_MOVES,,,,,,,22,1
23,1,O,MSK,,436,LOAD_FUL_20,LOAD,CN,20,FUL,S,,23,1
23,1,O,MSK,,458,DISC_FUL_40,DISC,CN,40,FUL,S,,23,1
23,1,O,MSK,,98,RDR_FUL_40,RDR,CN,40,FUL,S,,23,1
23,1,O,MSK,,55,RSOB_FUL_40,RSOB,CN,40,FUL,S,,23,1
23,1,O,MSK,,44,TSM_FUL_40,TSM,CN,40,FUL,D,Y,23,1
23,1,O,OOL,,218,LOAD_FUL_45,LOAD,CN,45,FUL,D,,23,1
23,1,O,OOL,,229,DISC_FUL_20,DISC,CN,20,FUL,D,,23,1
23,1,O,OOL,,49,RDR_FUL_20,RDR,CN,20,FUL,,,23,1
23,1,O,OOL,,27,RSOB_FUL_20,RSOB,CN,20,FUL,S,,23,1
23,1,O,OOL,,22,TSM_FUL_45,TSM,CN,45,FUL,S,Y,23,1
23,1,O,OOL,,1,MCR_FUL_40,MCR,CN,40,FUL,,,23,1
23,1,O,WHL,,109,LOAD_FUL_40,LOAD,CN,40,FUL,D,Y,23,1
23,1,O,WHL,,115,DISC_FUL_20,DISC,CN,20,FUL,,,23,1
23,1,O,WHL,,25,RDR_FUL_20,RDR,CN,20,FUL,,,23,1
23,1,O,WHL,,14,RSOB_FUL_45,RSOB,CN,45,FUL,,,23,1
23,1,O,WHL,,10,TSM_FUL_40,TSM,CN,40,FUL,D,Y,23,1
23,1,O,MSC,,392,LOAD_MT_20,LOAD,CN,20,MT,,,23,1
23,1,O,MSC,,412,DISC_FUL_20,DISC,CN,20,FUL,D,Y,23,1
23,1,O,MSC,,88,RDR_FUL_20,RDR,CN,20,FUL,S,,23,1
23,1,O,MSC,,49,RSOB_FUL_40,RSOB,CN,40,FUL,,,23,1
23,1,O,MSC,,39,TSM_FUL_20,TSM,CN,20,FUL,,Y,23,1
23,1,O,MSC,,1,MCR_FUL_20,MCR,CN,20,FUL,S,,23,1
23,1,O,ONE,,262,LOAD_FUL_20,LOAD,CN,20,FUL,D,,23,1
23,1,O,ONE,,275,DISC_MT_45,DISC,CN,45,MT,,,23,1
23,1,O,ONE,,59,RDR_FUL_40,RDR,CN,40,FUL,,,23,1
23,1,O,ONE,,33,RSOB_FUL_45,RSOB,CN,45,FUL,,,23,1
23,1,O,ONE,,25,TSM_FUL_20,TSM,CN,20,FUL,D,Y,23,1
23,1,V,,,140,TTL_HCV,,HCV,,,,,23,1
23,1,C,,Q01,921,TTL_MOVES,,,,,,,23,1
23,1,C,,Q02,922,TTL_MOVES,,,,,,,23,1
23,1,C,,Q03,921,TTL_MOVES,,,,,,,23,1
23,1,C,,Q04,921,TTL_MOVES,,,,,,,23,1
24,1,O,HMM,,121,LOAD_FUL_40,LOAD,CN,40,FUL,S,,24,1
24,1,O,HMM,,127,DISC_FUL_45,DISC,CN,45,FUL,,,24,1
24,1,O,HMM,,27,RDR_FUL_45,RDR,CN,45,FUL,S,,24,1
24,1,O,HMM,,15,RSOB_FUL_20,RSOB,CN,20,FUL,S,,24,1
24,1,O,HMM,,12,TSM_FUL_20,TSM,CN,20,FUL,S,Y,24,1
24,1,O,HMM,,1,MCR_FUL_20,MCR,CN,20,FUL,D,,24,1
24,1,O,WHL,,100,LOAD_FUL_45,LOAD,CN,45,FUL,,,24,1
24,1,O,WHL,,105,DISC_FUL_20,DISC,CN,20,FUL,D,,24,1
24,1,O,WHL,,23,RDR_MT_20,RDR,CN,20,MT,S,,24,1
24,1,O,WHL,,13,RSOB_FUL_45,RSOB,CN,45,FUL,,,24,1
24,1,O,WHL,,10,TSM_FUL_45,TSM,CN,45,FUL,,Y,24,1
24,1,O,EMC,,201,LOAD_FUL_40,LOAD,CN,40,FUL,D,,24,1
24,1,O,EMC,,211,DISC_FUL_40,DISC,CN,40,FUL,S,,24,1
24,1,O,EMC,,45,RDR_MT_40,RDR,CN,40,MT,,,24,1
24,1,O,EMC,,25,RSOB_FUL_45,RSOB,CN,45,FUL,S,,24,1
24,1,O,EMC,,20,TSM_FUL_45,TSM,CN,45,FUL,,Y,24,1
24,1,O,EMC,,1,MCR_FUL_20,MCR,CN,20,FUL,,,24,1
24,1,O,ONE,,242,LOAD_FUL_40,LOAD,CN,40,FUL,,,24,1
24,1,O,ONE,,254,DISC_FUL_45,DISC,CN,45,FUL,,,24,1
24,1,O,ONE,,54,RDR_FUL_20,RDR,CN,20,FUL,S,,24,1
24,1,O,ONE,,30,RSOB_FUL_45,RSOB,CN,45,FUL,,,24,1
24,1,O,ONE,,24,TSM_FUL_45,TSM,CN,45,FUL,S,Y,24,1
24,1,V,,,22,TTL_HCV,,HCV,,,,,24,1
24,1,C,,Q01,421,TTL_MOVES,,,,,,,24,1
24,1,C,,Q02,421,TTL_MOVES,,,,,,,24,1
24,1,C,,Q03,420,TTL_MOVES,,,,,,,24,1
24,1,C,,Q04,421,TTL_MOVES,,,,,,,24,1
25,1,O,ONE,,613,LOAD_FUL_45,LOAD,CN,45,FUL,D,,25,1
25,1,O,ONE,,644,DISC_FUL_45,DISC,CN,45,FUL,S,,25,1
25,1,O,ONE,,138,RDR_FUL_20,RDR,CN,20,FUL,S,,25,1
25,1,O,ONE,,77,RSOB_FUL_45,RSOB,CN,45,FUL,D,,25,1
25,1,O,ONE,,61,TSM_MT_20,TSM,CN,20,MT,D,Y,25,1
25,1,O,MSK,,1022,LOAD_FUL_45,LOAD,CN,45,FUL,D,,25,1
25,1,O,MSK,,1073,DISC_FUL_40,DISC,CN,40,FUL,,,25,1
25,1,O,MSK,,230,RDR_FUL_20,RDR,CN,20,FUL,,,25,1
25,1,O,MSK,,128,RSOB_FUL_20,RSOB,CN,20,FUL,,,25,1
25,1,O,MSK,,102,TSM_FUL_20,TSM,CN,20,FUL,,Y,25,1
25,1,O,WHL,,256,LOAD_MT_40,LOAD,CN,40,MT,,Y,25,1
25,1,O,WHL,,268,DISC_MT_40,DISC,CN,40,MT,D,,25,1
25,1,O,WHL,,58,RDR_FUL_20,RDR,CN,20,FUL,S,,25,1
25,1,O,WHL,,32,RSOB_MT_20,RSOB,CN,20,MT,D,,25,1
25,1,O,WHL,,25,TSM_FUL_40,TSM,CN,40,FUL,S,Y,25,1
25,1,O,HMM,,306,LOAD_FUL_45,LOAD,CN,45,FUL,S,,25,1
25,1,O,HMM,,322,DISC_FUL_20,DISC,CN,20,FUL,D,,25,1
25,1,O,HMM,,69,RDR_MT_20,RDR,CN,20,MT,,,25,1
25,1,O,HMM,,38,RSOB_FUL_40,RSOB,CN,40,FUL,D,,25,1
25,1,O,HMM,,31,TSM_FUL_40,TSM,CN,40,FUL,S,Y,25,1
25,1,V,,,120,TTL_HCV,,HCV,,,,,25,1
25,1,C,,Q01,1123,TTL_MOVES,,,,,,,25,1
25,1,C,,Q02,1123,TTL_MOVES,,,,,,,25,1
25,1,C,,Q03,1122,TTL_MOVES,,,,,,,25,1
25,1,C,,Q04,1123,TTL_MOVES,,,,,,,25,1
25,1,C,,Q05,1122,TTL_MOVES,,,,,,,25,1
26,1,O,YML,,111,LOAD_FUL_45,LOAD,CN,45,FUL,,,26,1
26,1,O,YML,,117,DISC_FUL_45,DISC,CN,45,FUL,S,,26,1
26,1,O,YML,,25,RDR_FUL_20,RDR,CN,20,FUL,S,,26,1
26,1,O,YML,,14,RSOB_FUL_20,RSOB,CN,20,FUL,S,,26,1
26,1,O,YML,,11,TSM_FUL_45,TSM,CN,45,FUL,S,Y,26,1
26,1,O,WHL,,139,LOAD_FUL_40,LOAD,CN,40,FUL,D,,26,1
26,1,O,WHL,,146,DISC_MT_40,DISC,CN,40,MT,D,,26,1
26,1,O,WHL,,31,RDR_FUL_20,RDR,CN,20,FUL,S,,26,1
26,1,O,WHL,,17,RSOB_MT_40,RSOB,CN,40,MT,,,26,1
26,1,O,WHL,,14,TSM_MT_20,TSM,CN,20,MT,S,Y,26,1
26,1,O,WHL,,1,MCR_FUL_40,MCR,CN,40,FUL,S,,26,1
26,1,O,EMC,,278,LOAD_FUL_20,LOAD,CN,20,FUL,D,Y,26,1
26,1,O,EMC,,292,DISC_FUL_20,DISC,CN,20,FUL,D,,26,1
26,1,O,EMC,,63,RDR_FUL_40,RDR,CN,40,FUL,D,,26,1
26,1,O,EMC,,35,RSOB_FUL_20,RSOB,CN,20,FUL,D,,26,1
26,1,O,EMC,,27,TSM_FUL_20,TSM,CN,20,FUL,,Y,26,1
26,1,O,ONE,,333,LOAD_FUL_20,LOAD,CN,20,FUL,D,,26,1
26,1,O,ONE,,350,DISC_MT_40,DISC,CN,40,MT,D,,26,1
26,1,O,ONE,,75,RDR_FUL_40,RDR,CN,40,FUL,S,,26,1
26,1,O,ONE,,42,RSOB_FUL_40,RSOB,CN,40,FUL,,,26,1
26,1,O,ONE,,33,TSM_FUL_40,TSM,CN,40,FUL,,Y,26,1
26,1,O,OOL,,278,LOAD_FUL_20,LOAD,CN,20,FUL,D,,26,1
26,1,O,OOL,,291,DISC_FUL_40,DISC,CN,40,FUL,D,,26,1
26,1,O,OOL,,62,RDR_FUL_45,RDR,CN,45,FUL,D,,26,1
26,1,O,OOL,,35,RSOB_FUL_20,RSOB,CN,20,FUL,S,,26,1
26,1,O,OOL,,28,TSM_FUL_20,TSM,CN,20,FUL,S,Y,26,1
26,1,O,MSC,,500,LOAD_FUL_45,LOAD,CN,45,FUL,D,,26,1
26,1,O,MSC,,525,DISC_FUL_20,DISC,CN,20,FUL,S,,26,1
26,1,O,MSC,,112,RDR_MT_40,RDR,CN,40,MT,D,,26,1
26,1,O,MSC,,62,RSOB_FUL_20,RSOB,CN,20,FUL,D,,26,1
26,1,O,MSC,,50,TSM_FUL_40,TSM,CN,40,FUL,,Y,26,1
26,1,O,MSC,,1,MCR_FUL_20,MCR,CN,20,FUL,S,,26,1
26,1,V,,,116,TTL_HCV,,HCV,,,,,26,1
26,1,C,,Q01,1405,TTL_MOVES,,,,,,,26,1
26,1,C,,Q02,1405,TTL_MOVES,,,,,,,26,1
26,1,C,,Q03,1404,TTL_MOVES,,,,,,,26,1
27,1,O,OOL,,87,LOAD_MT_20,LOAD,CN,20,MT,,,27,1
27,1,O,OOL,,92,DISC_FUL_45,DISC,CN,45,FUL,S,,27,1
27,1,O,OOL,,20,RDR_FUL_20,RDR,CN,20,FUL,S,,27,1
27,1,O,OOL,,11,RSOB_FUL_20,RSOB,CN,20,FUL,S,,27,1
27,1,O,OOL,,8,TSM_FUL_20,TSM,CN,20,FUL,S,Y,27,1
27,1,O,HLC,,105,LOAD_FUL_45,LOAD,CN,45,FUL,S,Y,27,1
27,1,O,HLC,,110,DISC_FUL_40,DISC,CN,40,FUL,D,,27,1
27,1,O,HLC,,24,RDR_FUL_45,RDR,CN,45,FUL,S,,27,1
27,1,O,HLC,,13,RSOB_FUL_45,RSOB,CN,45,FUL,,,27,1
27,1,O,HLC,,10,TSM_FUL_45,TSM,CN,45,FUL,D,Y,27,1
27,1,O,ONE,,105,LOAD_MT_40,LOAD,CN,40,MT,,,27,1
27,1,O,ONE,,110,DISC_FUL_20,DISC,CN,20,FUL,S,,27,1
27,1,O,ONE,,24,RDR_FUL_40,RDR,CN,40,FUL,,,27,1
27,1,O,ONE,,13,RSOB_FUL_20,RSOB,CN,20,FUL,D,,27,1
27,1,O,ONE,,10,TSM_FUL_40,TSM,CN,40,FUL,S,Y,27,1
27,1,O,MSK,,174,LOAD_MT_20,LOAD,CN,20,MT,S,,27,1
27,1,O,MSK,,183,DISC_MT_40,DISC,CN,40,MT,D,,27,1
27,1,O,MSK,,39,RDR_MT_40,RDR,CN,40,MT,S,,27,1
27,1,O,MSK,,22,RSOB_FUL_45,RSOB,CN,45,FUL,,,27,1
27,1,O,MSK,,17,TSM_FUL_40,TSM,CN,40,FUL,S,Y,27,1
27,1,O,MSC,,156,LOAD_FUL_20,LOAD,CN,20,FUL,,,27,1
27,1,O,MSC,,164,DISC_FUL_45,DISC,CN,45,FUL,D,,27,1
27,1,O,MSC,,35,RDR_MT_45,RDR,CN,45,MT,S,,27,1
27,1,O,MSC,,20,RSOB_FUL_40,RSOB,CN,40,FUL,,,27,1
27,1,O,MSC,,16,TSM_FUL_45,TSM,CN,45,FUL,S,Y,27,1
27,1,O,HMM,,52,LOAD_FUL_45,LOAD,CN,45,FUL,S,,27,1
27,1,O,HMM,,55,DISC_FUL_20,DISC,CN,20,FUL,,,27,1
27,1,O,HMM,,12,RDR_FUL_20,RDR,CN,20,FUL,,,27,1
27,1,O,HMM,,6,RSOB_FUL_20,RSOB,CN,20,FUL,D,,27,1
27,1,O,HMM,,5,TSM_FUL_45,TSM,CN,45,FUL,S,Y,27,1
27,1,V,,,58,TTL_HCV,,HCV,,,,,27,1
27,1,C,,Q01,878,TTL_MOVES,,,,,,,27,1
27,1,C,,Q02,878,TTL_MOVES,,,,,,,27,1
28,1,O,YML,,230,LOAD_MT_40,LOAD,CN,40,MT,,,28,1
28,1,O,YML,,242,DISC_FUL_20,DISC,CN,20,FUL,,,28,1
28,1,O,YML,,52,RDR_MT_40,RDR,CN,40,MT,S,,28,1
28,1,O,YML,,29,RSOB_FUL_45,RSOB,CN,45,FUL,D,,28,1
28,1,O,YML,,23,TSM_FUL_45,TSM,CN,45,FUL,D,Y,28,1
28,1,O,HMM,,346,LOAD_FUL_40,LOAD,CN,40,FUL,D,,28,1
28,1,O,HMM,,363,DISC_FUL_20,DISC,CN,20,FUL,S,,28,1
28,1,O,HMM,,78,RDR_MT_40,RDR,CN,40,MT,D,,28,1
28,1,O,HMM,,43,RSOB_MT_40,RSOB,CN,40,MT,,,28,1
28,1,O,HMM,,34,TSM_MT_45,TSM,CN,45,MT,S,Y,28,1
28,1,O,MSK,,1152,LOAD_FUL_40,LOAD,CN,40,FUL,S,Y,28,1
28,1,O,MSK,,1210,DISC_FUL_40,DISC,CN,40,FUL,D,,28,1
28,1,O,MSK,,259,RDR_FUL_20,RDR,CN,20,FUL,,,28,1
28,1,O,MSK,,144,RSOB_FUL_40,RSOB,CN,40,FUL,D,,28,1
28,1,O,MSK,,115,TSM_FUL_45,TSM,CN,45,FUL,D,Y,28,1
28,1,O,OOL,,576,LOAD_FUL_20,LOAD,CN,20,FUL,,Y,28,1
28,1,O,OOL,,604,DISC_MT_40,DISC,CN,40,MT,,,28,1
28,1,O,OOL,,130,RDR_FUL_20,RDR,CN,20,FUL,S,,28,1
28,1,O,OOL,,72,RSOB_FUL_40,RSOB,CN,40,FUL,,,28,1
28,1,O,OOL,,57,TSM_FUL_45,TSM,CN,45,FUL,S,Y,28,1
28,1,O,CMA,,172,LOAD_FUL_20,LOAD,CN,20,FUL,D,Y,28,1
28,1,O,CMA,,181,DISC_FUL_45,DISC,CN,45,FUL,S,,28,1
28,1,O,CMA,,39,RDR_MT_20,RDR,CN,20,MT,S,,28,1
28,1,O,CMA,,22,RSOB_FUL_40,RSOB,CN,40,FUL,,,28,1
28,1,O,CMA,,17,TSM_FUL_20,TSM,CN,20,FUL,S,Y,28,1
28,1,V,,,253,TTL_HCV,,HCV,,,,,28,1
28,1,C,,Q01,2148,TTL_MOVES,,,,,,,28,1
28,1,C,,Q02,2147,TTL_MOVES,,,,,,,28,1
28,1,C,,Q03,2148,TTL_MOVES,,,,,,,28,1
29,1,O,WHL,,550,LOAD_FUL_45,LOAD,CN,45,FUL,S,Y,29,1
29,1,O,WHL,,577,DISC_FUL_40,DISC,CN,40,FUL,,,29,1
29,1,O,WHL,,124,RDR_FUL_40,RDR,CN,40,FUL,D,,29,1
29,1,O,WHL,,69,RSOB_FUL_20,RSOB,CN,20,FUL,,,29,1
29,1,O,WHL,,54,TSM_FUL_45,TSM,CN,45,FUL,S,Y,29,1
29,1,O,CMA,,330,LOAD_MT_45,LOAD,CN,45,MT,D,,29,1
29,1,O,CMA,,346,DISC_FUL_20,DISC,CN,20,FUL,,,29,1
29,1,O,CMA,,74,RDR_FUL_45,RDR,CN,45,FUL,D,,29,1
29,1,O,CMA,,41,RSOB_FUL_40,RSOB,CN,40,FUL,,,29,1
29,1,O,CMA,,33,TSM_FUL_20,TSM,CN,20,FUL,D,Y,29,1
29,1,O,HLC,,1318,LOAD_FUL_45,LOAD,CN,45,FUL,D,Y,29,1
29,1,O,HLC,,1384,DISC_FUL_20,DISC,CN,20,FUL,D,,29,1
29,1,O,HLC,,297,RDR_FUL_45,RDR,CN,45,FUL,S,,29,1
29,1,O,HLC,,165,RSOB_MT_45,RSOB,CN,45,MT,D,,29,1
29,1,O,HLC,,131,TSM_MT_20,TSM,CN,20,MT,D,Y,29,1
29,1,O,ONE,,1318,LOAD_FUL_45,LOAD,CN,45,FUL,S,,29,1
29,1,O,ONE,,1384,DISC_FUL_20,DISC,CN,20,FUL,S,,29,1
29,1,O,ONE,,297,RDR_FUL_40,RDR,CN,40,FUL,S,,29,1
29,1,O,ONE,,165,RSOB_FUL_45,RSOB,CN,45,FUL,,,29,1
29,1,O,ONE,,131,TSM_FUL_20,TSM,CN,20,FUL,,Y,29,1
29,1,V,,,223,TTL_HCV,,HCV,,,,,29,1
29,1,C,,Q01,1802,TTL_MOVES,,,,,,,29,1
29,1,C,,Q02,1802,TTL_MOVES,,,,,,,29,1
29,1,C,,Q03,1802,TTL_MOVES,,,,,,,29,1
29,1,C,,Q04,1802,TTL_MOVES,,,,,,,29,1
29,1,C,,Q05,1803,TTL_MOVES,,,,,,,29,1
30,1,O,HLC,,464,LOAD_FUL_40,LOAD,CN,40,FUL,D,,30,1
30,1,O,HLC,,487,DISC_FUL_45,DISC,CN,45,FUL,S,,30,1
30,1,O,HLC,,104,RDR_FUL_40,RDR,CN,40,FUL,S,,30,1
30,1,O,HLC,,58,RSOB_FUL_40,RSOB,CN,40,FUL,,,30,1
30,1,O,HLC,,46,TSM_FUL_45,TSM,CN,45,FUL,S,Y,30,1
30,1,O,HLC,,1,MCR_FUL_20,MCR,CN,20,FUL,D,,30,1
30,1,O,MSC,,696,LOAD_FUL_20,LOAD,CN,20,FUL,,,30,1
30,1,O,MSC,,731,DISC_FUL_20,DISC,CN,20,FUL,,,30,1
30,1,O,MSC,,157,RDR_FUL_45,RDR,CN,45,FUL,S,,30,1
30,1,O,MSC,,87,RSOB_FUL_45,RSOB,CN,45,FUL,S,,30,1
30,1,O,MSC,,69,TSM_MT_40,TSM,CN,40,MT,D,Y,30,1
30,1,O,ONE,,464,LOAD_MT_40,LOAD,CN,40,MT,,,30,1
30,1,O,ONE,,487,DISC_FUL_20,DISC,CN,20,FUL,,,30,1
30,1,O,ONE,,104,RDR_FUL_45,RDR,CN,45,FUL,,,30,1
30,1,O,ONE,,58,RSOB_FUL_20,RSOB,CN,20,FUL,S,,30,1
30,1,O,ONE,,46,TSM_MT_20,TSM,CN,20,MT,,Y,30,1
30,1,V,,,186,TTL_HCV,,HCV,,,,,30,1
30,1,C,,Q01,849,TTL_MOVES,,,,,,,30,1
30,1,C,,Q02,849,TTL_MOVES,,,,,,,30,1
30,1,C,,Q03,849,TTL_MOVES,,,,,,,30,1
30,1,C,,Q04,849,TTL_MOVES,,,,,,,30,1
30,1,C,,Q05,849,TTL_MOVES,,,,,,,30,1
31,1,O,MSC,,365,LOAD_FUL_20,LOAD,CN,20,FUL,D,,31,1
31,1,O,MSC,,383,DISC_FUL_40,DISC,CN,40,FUL,,,31,1
31,1,O,MSC,,82,RDR_FUL_20,RDR,CN,20,FUL,S,,31,1
31,1,O,MSC,,46,RSOB_MT_45,RSOB,CN,45,MT,S,,31,1
31,1,O,MSC,,36,TSM_FUL_45,TSM,CN,45,FUL,,Y,31,1
31,1,O,ONE,,243,LOAD_FUL_20,LOAD,CN,20,FUL,S,Y,31,1
31,1,O,ONE,,255,DISC_FUL_40,DISC,CN,40,FUL,D,Y,31,1
31,1,O,ONE,,55,RDR_FUL_40,RDR,CN,40,FUL,D,,31,1
31,1,O,ONE,,30,RSOB_MT_20,RSOB,CN,20,MT,D,,31,1
31,1,O,ONE,,24,TSM_FUL_40,TSM,CN,40,FUL,D,Y,31,1
31,1,O,ONE,,1,MCR_FUL_45,MCR,CN,45,FUL,D,,31,1
31,1,O,MSK,,405,LOAD_FUL_20,LOAD,CN,20,FUL,D,,31,1
31,1,O,MSK,,425,DISC_FUL_45,DISC,CN,45,FUL,D,,31,1
31,1,O,MSK,,91,RDR_FUL_45,RDR,CN,45,FUL,S,,31,1
31,1,O,MSK,,51,RSOB_MT_40,RSOB,CN,40,MT,S,,31,1
31,1,O,MSK,,40,TSM_FUL_20,TSM,CN,20,FUL,,Y,31,1
31,1,O,HMM,,121,LOAD_FUL_20,LOAD,CN,20,FUL,D,,31,1
31,1,O,HMM,,127,DISC_FUL_45,DISC,CN,45,FUL,,Y,31,1
31,1,O,HMM,,27,RDR_FUL_20,RDR,CN,20,FUL,,,31,1
31,1,O,HMM,,15,RSOB_FUL_40,RSOB,CN,40,FUL,,,31,1
31,1,O,HMM,,12,TSM_FUL_45,TSM,CN,45,FUL,,Y,31,1
31,1,O,HMM,,1,MCR_FUL_45,MCR,CN,45,FUL,D,,31,1
31,1,O,OOL,,202,LOAD_FUL_20,LOAD,CN,20,FUL,D,,31,1
31,1,O,OOL,,213,DISC_FUL_40,DISC,CN,40,FUL,D,,31,1
31,1,O,OOL,,46,RDR_MT_40,RDR,CN,40,MT,D,,31,1
31,1,O,OOL,,25,RSOB_FUL_45,RSOB,CN,45,FUL,,,31,1
31,1,O,OOL,,20,TSM_FUL_40,TSM,CN,40,FUL,,Y,31,1
31,1,O,YML,,81,LOAD_FUL_40,LOAD,CN,40,FUL,S,,31,1
31,1,O,YML,,85,DISC_FUL_45,DISC,CN,45,FUL,S,,31,1
31,1,O,YML,,18,RDR_FUL_45,RDR,CN,45,FUL,D,,31,1
31,1,O,YML,,10,RSOB_MT_45,RSOB,CN,45,MT,D,,31,1
31,1,O,YML,,8,TSM_FUL_40,TSM,CN,40,FUL,S,Y,31,1
31,1,V,,,128,TTL_HCV,,HCV,,,,,31,1
31,1,C,,Q01,612,TTL_MOVES,,,,,,,31,1
31,1,C,,Q02,611,TTL_MOVES,,,,,,,31,1
31,1,C,,Q03,612,TTL_MOVES,,,,,,,31,1
31,1,C,,Q04,612,TTL_MOVES,,,,,,,31,1
31,1,C,,Q05,612,TTL_MOVES,,,,,,,31,1
31,1,C,,Q06,612,TTL_MOVES,,,,,,,31,1
32,1,O,EMC,,445,LOAD_FUL_40,LOAD,CN,40,FUL,,,32,1
32,1,O,EMC,,467,DISC_FUL_45,DISC,CN,45,FUL,D,,32,1
32,1,O,EMC,,100,RDR_FUL_45,RDR,CN,45,FUL,S,,32,1
32,1,O,EMC,,56,RSOB_FUL_20,RSOB,CN,20,FUL,D,,32,1
32,1,O,EMC,,44,TSM_FUL_45,TSM,CN,45,FUL,S,Y,32,1
32,1,O,HMM,,266,LOAD_MT_40,LOAD,CN,40,MT,S,,32,1
32,1,O,HMM,,280,DISC_FUL_45,DISC,CN,45,FUL,S,,32,1
32,1,O,HMM,,60,RDR_FUL_20,RDR,CN,20,FUL,D,,32,1
32,1,O,HMM,,33,RSOB_MT_40,RSOB,CN,40,MT,,,32,1
32,1,O,HMM,,27,TSM_FUL_20,TSM,CN,20,FUL,D,Y,32,1
32,1,O,OOL,,444,LOAD_FUL_20,LOAD,CN,20,FUL,S,,32,1
32,1,O,OOL,,467,DISC_FUL_40,DISC,CN,40,FUL,S,,32,1
32,1,O,OOL,,100,RDR_FUL_45,RDR,CN,45,FUL,D,,32,1
32,1,O,OOL,,56,RSOB_FUL_40,RSOB,CN,40,FUL,S,,32,1
32,1,O,OOL,,44,TSM_MT_40,TSM,CN,40,MT,S,Y,32,1
32,1,O,HLC,,533,LOAD_FUL_45,LOAD,CN,45,FUL,D,Y,32,1
32,1,O,HLC,,560,DISC_MT_20,DISC,CN,20,MT,D,,32,1
32,1,O,HLC,,120,RDR_FUL_40,RDR,CN,40,FUL,,,32,1
32,1,O,HLC,,67,RSOB_FUL_40,RSOB,CN,40,FUL,S,,32,1
32,1,O,HLC,,53,TSM_FUL_45,TSM,CN,45,FUL,S,Y,32,1
32,1,O,ONE,,533,LOAD_FUL_40,LOAD,CN,40,FUL,S,,32,1
32,1,O,ONE,,560,DISC_FUL_40,DISC,CN,40,FUL,,Y,32,1
32,1,O,ONE,,120,RDR_FUL_20,RDR,CN,20,FUL,D,,32,1
32,1,O,ONE,,67,RSOB_FUL_45,RSOB,CN,45,FUL,,,32,1
32,1,O,ONE,,53,TSM_MT_20,TSM,CN,20,MT,S,Y,32,1
32,1,V,,,234,TTL_HCV,,HCV,,,,,32,1
32,1,C,,Q01,1447,TTL_MOVES,,,,,,,32,1
32,1,C,,Q02,1447,TTL_MOVES,,,,,,,32,1
32,1,C,,Q03,1448,TTL_MOVES,,,,,,,32,1
32,1,C,,Q04,1447,TTL_MOVES,,,,,,,32,1
33,1,O,ONE,,428,LOAD_FUL_20,LOAD,CN,20,FUL,,,33,1
33,1,O,ONE,,450,DISC_MT_45,DISC,CN,45,MT,D,,33,1
33,1,O,ONE,,96,RDR_FUL_45,RDR,CN,45,FUL,,,33,1
33,1,O,ONE,,54,RSOB_MT_40,RSOB,CN,40,MT,,,33,1
33,1,O,ONE,,43,TSM_FUL_40,TSM,CN,40,FUL,D,Y,33,1
33,1,O,EMC,,357,LOAD_FUL_40,LOAD,CN,40,FUL,S,,33,1
33,1,O,EMC,,375,DISC_FUL_40,DISC,CN,40,FUL,S,,33,1
33,1,O,EMC,,80,RDR_FUL_45,RDR,CN,45,FUL,S,,33,1
33,1,O,EMC,,45,RSOB_MT_20,RSOB,CN,20,MT,D,,33,1
33,1,O,EMC,,35,TSM_FUL_45,TSM,CN,45,FUL,,Y,33,1
33,1,O,CMA,,107,LOAD_FUL_20,LOAD,CN,20,FUL,D,,33,1
33,1,O,CMA,,112,DISC_FUL_20,DISC,CN,20,FUL,S,,33,1
33,1,O,CMA,,24,RDR_MT_45,RDR,CN,45,MT,S,,33,1
33,1,O,CMA,,13,RSOB_FUL_40,RSOB,CN,40,FUL,D,,33,1
33,1,O,CMA,,11,TSM_FUL_20,TSM,CN,20,FUL,,Y,33,1
33,1,O,HLC,,428,LOAD_FUL_20,LOAD,CN,20,FUL,,,33,1
33,1,O,HLC,,449,DISC_MT_45,DISC,CN,45,MT,,,33,1
