update_id,voyage,source,ship,published_at,eta_before,eta_after,delta_hrs,hrs_to_arrival
OC202W#S_FE#9,OC202W,S_FE,Blue Ridge,2026-08-10T09:15:00Z,2026-08-12T02:26:50Z,2026-08-12T01:57:36Z,-0.49,42.0
OC202W#S_FE#10,OC202W,S_FE,Blue Ridge,2026-08-10T15:15:00Z,2026-08-12T01:57:36Z,2026-08-12T01:41:30Z,-0.27,36.0
OC202W#S_FE#11,OC202W,S_FE,Blue Ridge,2026-08-10T21:15:00Z,2026-08-12T01:41:30Z,2026-08-12T01:42:54Z,0.02,30.0
OC202W#S_FE#12,OC202W,S_FE,Blue Ridge,2026-08-11T03:15:00Z,2026-08-12T01:42:54Z,2026-08-12T01:38:05Z,-0.08,24.0
OC202W#S_FE#13,OC202W,S_FE,Blue Ridge,2026-08-11T09:15:00Z,2026-08-12T01:38:05Z,2026-08-12T04:16:34Z,2.64,18.0
OC202W#S_FE#14,OC202W,S_FE,Blue Ridge,2026-08-11T15:15:00Z,2026-08-12T04:16:34Z,2026-08-12T04:11:04Z,-0.09,12.0
OC202W#S_ML#0,OC202W,S_ML,Blue Ridge,2026-07-29T03:15:00Z,2026-08-10T23:45:14Z,2026-08-11T13:20:17Z,13.58,336.0
OC202W#S_ML#1,OC202W,S_ML,Blue Ridge,2026-07-30T15:15:00Z,2026-08-11T13:20:17Z,2026-08-11T18:03:24Z,4.72,300.0
OC202W#S_ML#2,OC202W,S_ML,Blue Ridge,2026-08-01T03:15:00Z,2026-08-11T18:03:24Z,2026-08-12T09:33:05Z,15.49,264.0
OC202W#S_ML#3,OC202W,S_ML,Blue Ridge,2026-08-02T15:15:00Z,2026-08-12T09:33:05Z,2026-08-12T05:40:53Z,-3.87,228.0
OC202W#S_ML#4,OC202W,S_ML,Blue Ridge,2026-08-04T03:15:00Z,2026-08-12T05:40:53Z,2026-08-11T23:08:19Z,-6.54,192.0
OC202W#S_ML#5,OC202W,S_ML,Blue Ridge,2026-08-05T15:15:00Z,2026-08-11T23:08:19Z,2026-08-12T01:10:10Z,2.03,156.0
OC202W#S_ML#6,OC202W,S_ML,Blue Ridge,2026-08-07T03:15:00Z,2026-08-12T01:10:10Z,2026-08-12T00:28:01Z,-0.7,120.0
OC202W#S_ML#7,OC202W,S_ML,Blue Ridge,2026-08-08T15:15:00Z,2026-08-12T00:28:01Z,2026-08-12T02:09:16Z,1.69,84.0
OC202W#S_ML#8,OC202W,S_ML,Blue Ridge,2026-08-10T03:15:00Z,2026-08-12T02:09:16Z,2026-08-12T04:50:44Z,2.69,48.0
OC202W#S_ML#9,OC202W,S_ML,Blue Ridge,2026-08-11T15:15:00Z,2026-08-12T04:50:44Z,2026-08-12T03:11:57Z,-1.65,12.0
OC202W#S_TE#0,OC202W,S_TE,Blue Ridge,2026-08-10T03:15:00Z,2026-08-11T08:50:18Z,2026-08-12T02:22:17Z,17.53,48.0
OC202W#S_TE#1,OC202W,S_TE,Blue Ridge,2026-08-10T06:15:00Z,2026-08-12T02:22:17Z,2026-08-12T03:34:48Z,1.21,45.0
OC202W#S_TE#2,OC202W,S_TE,Blue Ridge,2026-08-10T09:15:00Z,2026-08-12T03:34:48Z,2026-08-12T02:57:36Z,-0.62,42.0
OC202W#S_TE#3,OC202W,S_TE,Blue Ridge,2026-08-10T12:15:00Z,2026-08-12T02:57:36Z,2026-08-12T03:04:32Z,0.12,39.0
OC202W#S_TE#4,OC202W,S_TE,Blue Ridge,2026-08-10T15:15:00Z,2026-08-12T03:04:32Z,2026-08-12T04:08:23Z,1.06,36.0
OC202W#S_TE#5,OC202W,S_TE,Blue Ridge,2026-08-10T18:15:00Z,2026-08-12T04:08:23Z,2026-08-12T03:20:33Z,-0.8,33.0
OC202W#S_TE#6,OC202W,S_TE,Blue Ridge,2026-08-10T21:15:00Z,2026-08-12T03:20:33Z,2026-08-12T01:29:20Z,-1.85,30.0
OC202W#S_TE#7,OC202W,S_TE,Blue Ridge,2026-08-11T00:15:00Z,2026-08-12T01:29:20Z,2026-08-12T05:36:36Z,4.12,27.0
OC202W#S_TE#8,OC202W,S_TE,Blue Ridge,2026-08-11T03:15:00Z,2026-08-12T05:36:36Z,2026-08-12T01:52:38Z,-3.73,24.0
OC202W#S_TE#9,OC202W,S_TE,Blue Ridge,2026-08-11T06:15:00Z,2026-08-12T01:52:38Z,2026-08-12T02:03:04Z,0.17,21.0
OC202W#S_TE#10,OC202W,S_TE,Blue Ridge,2026-08-11T09:15:00Z,2026-08-12T02:03:04Z,2026-08-12T03:47:55Z,1.75,18.0
OC202W#S_TE#11,OC202W,S_TE,Blue Ridge,2026-08-11T12:15:00Z,2026-08-12T03:47:55Z,2026-08-12T03:10:51Z,-0.62,15.0
OC202W#S_TE#12,OC202W,S_TE,Blue Ridge,2026-08-11T15:15:00Z,2026-08-12T03:10:51Z,2026-08-12T03:22:45Z,0.2,12.0
OC202W#S_TE#13,OC202W,S_TE,Blue Ridge,2026-08-11T18:15:00Z,2026-08-12T03:22:45Z,2026-08-12T03:40:03Z,0.29,9.0
OC202W#S_TE#14,OC202W,S_TE,Blue Ridge,2026-08-11T21:15:00Z,2026-08-12T03:40:03Z,2026-08-12T03:40:32Z,0.01,6.0
OC203E#S_FE#0,OC203E,S_FE,Seat of Might,2026-08-11T03:45:00Z,2026-08-14T04:04:16Z,2026-08-15T06:43:48Z,26.66,96.0
OC203E#S_FE#1,OC203E,S_FE,Seat of Might,2026-08-11T09:45:00Z,2026-08-15T06:43:48Z,2026-08-15T05:23:35Z,-1.34,90.0
OC203E#S_FE#2,OC203E,S_FE,Seat of Might,2026-08-11T15:45:00Z,2026-08-15T05:23:35Z,2026-08-15T03:19:41Z,-2.07,84.0
OC203E#S_FE#3,OC203E,S_FE,Seat of Might,2026-08-11T21:45:00Z,2026-08-15T03:19:41Z,2026-08-15T05:02:49Z,1.72,78.0
OC203E#S_FE#4,OC203E,S_FE,Seat of Might,2026-08-12T03:45:00Z,2026-08-15T05:02:49Z,2026-08-15T05:38:30Z,0.59,72.0
OC203E#S_FE#5,OC203E,S_FE,Seat of Might,2026-08-12T09:45:00Z,2026-08-15T05:38:30Z,2026-08-15T04:49:22Z,-0.82,66.0
OC203E#S_FE#6,OC203E,S_FE,Seat of Might,2026-08-12T15:45:00Z,2026-08-15T04:49:22Z,2026-08-15T01:15:25Z,-3.57,60.0
OC203E#S_FE#7,OC203E,S_FE,Seat of Might,2026-08-12T21:45:00Z,2026-08-15T01:15:25Z,2026-08-15T07:15:56Z,6.01,54.0
OC203E#S_FE#8,OC203E,S_FE,Seat of Might,2026-08-13T03:45:00Z,2026-08-15T07:15:56Z,2026-08-15T03:32:12Z,-3.73,48.0
OC203E#S_FE#9,OC203E,S_FE,Seat of Might,2026-08-13T09:45:00Z,2026-08-15T03:32:12Z,2026-08-15T06:42:34Z,3.17,42.0
OC203E#S_FE#10,OC203E,S_FE,Seat of Might,2026-08-13T15:45:00Z,2026-08-15T06:42:34Z,2026-08-15T05:04:49Z,-1.63,36.0
OC203E#S_FE#11,OC203E,S_FE,Seat of Might,2026-08-13T21:45:00Z,2026-08-15T05:04:49Z,2026-08-15T04:29:47Z,-0.58,30.0
OC203E#S_FE#12,OC203E,S_FE,Seat of Might,2026-08-14T03:45:00Z,2026-08-15T04:29:47Z,2026-08-15T04:00:15Z,-0.49,24.0
OC203E#S_FE#13,OC203E,S_FE,Seat of Might,2026-08-14T09:45:00Z,2026-08-15T04:00:15Z,2026-08-15T02:08:28Z,-1.86,18.0
OC203E#S_FE#14,OC203E,S_FE,Seat of Might,2026-08-14T15:45:00Z,2026-08-15T02:08:28Z,2026-08-15T03:42:23Z,1.57,12.0
OC203E#S_ML#0,OC203E,S_ML,Seat of Might,2026-08-01T03:45:00Z,2026-08-14T12:00:56Z,2026-08-15T09:14:29Z,21.23,336.0
OC203E#S_ML#1,OC203E,S_ML,Seat of Might,2026-08-02T15:45:00Z,2026-08-15T09:14:29Z,2026-08-14T18:55:47Z,-14.31,300.0
OC203E#S_ML#2,OC203E,S_ML,Seat of Might,2026-08-04T03:45:00Z,2026-08-14T18:55:47Z,2026-08-15T02:26:35Z,7.51,264.0
OC203E#S_ML#3,OC203E,S_ML,Seat of Might,2026-08-05T15:45:00Z,2026-08-15T02:26:35Z,2026-08-15T02:53:42Z,0.45,228.0
OC203E#S_ML#4,OC203E,S_ML,Seat of Might,2026-08-07T03:45:00Z,2026-08-15T02:53:42Z,2026-08-14T12:54:23Z,-13.99,192.0
OC203E#S_ML#5,OC203E,S_ML,Seat of Might,2026-08-08T15:45:00Z,2026-08-14T12:54:23Z,2026-08-15T08:48:01Z,19.89,156.0
OC203E#S_ML#6,OC203E,S_ML,Seat of Might,2026-08-10T03:45:00Z,2026-08-15T08:48:01Z,2026-08-15T07:39:48Z,-1.14,120.0
OC203E#S_ML#7,OC203E,S_ML,Seat of Might,2026-08-11T15:45:00Z,2026-08-15T07:39:48Z,2026-08-15T03:28:03Z,-4.2,84.0
OC203E#S_ML#8,OC203E,S_ML,Seat of Might,2026-08-13T03:45:00Z,2026-08-15T03:28:03Z,2026-08-15T02:41:45Z,-0.77,48.0
OC203E#S_ML#9,OC203E,S_ML,Seat of Might,2026-08-14T15:45:00Z,2026-08-15T02:41:45Z,2026-08-15T03:28:01Z,0.77,12.0
OC203E#S_TE#0,OC203E,S_TE,Seat of Might,2026-08-13T03:45:00Z,2026-08-14T02:09:31Z,2026-08-15T03:45:22Z,25.6,48.0
OC203E#S_TE#1,OC203E,S_TE,Seat of Might,2026-08-13T06:45:00Z,2026-08-15T03:45:22Z,2026-08-15T06:36:24Z,2.85,45.0
OC203E#S_TE#2,OC203E,S_TE,Seat of Might,2026-08-13T09:45:00Z,2026-08-15T06:36:24Z,2026-08-15T03:21:56Z,-3.24,42.0
OC203E#S_TE#3,OC203E,S_TE,Seat of Might,2026-08-13T12:45:00Z,2026-08-15T03:21:56Z,2026-08-15T03:40:58Z,0.32,39.0
OC203E#S_TE#4,OC203E,S_TE,Seat of Might,2026-08-13T15:45:00Z,2026-08-15T03:40:58Z,2026-08-15T04:35:25Z,0.91,36.0
OC203E#S_TE#5,OC203E,S_TE,Seat of Might,2026-08-13T18:45:00Z,2026-08-15T04:35:25Z,2026-08-15T02:48:47Z,-1.78,33.0
OC203E#S_TE#6,OC203E,S_TE,Seat of Might,2026-08-13T21:45:00Z,2026-08-15T02:48:47Z,2026-08-15T04:19:18Z,1.51,30.0
OC203E#S_TE#7,OC203E,S_TE,Seat of Might,2026-08-14T00:45:00Z,2026-08-15T04:19:18Z,2026-08-15T03:11:02Z,-1.14,27.0
OC203E#S_TE#8,OC203E,S_TE,Seat of Might,2026-08-14T03:45:00Z,2026-08-15T03:11:02Z,2026-08-15T03:10:44Z,-0.01,24.0
OC203E#S_TE#9,OC203E,S_TE,Seat of Might,2026-08-14T06:45:00Z,2026-08-15T03:10:44Z,2026-08-15T03:57:47Z,0.78,21.0
OC203E#S_TE#10,OC203E,S_TE,Seat of Might,2026-08-14T09:45:00Z,2026-08-15T03:57:47Z,2026-08-15T04:01:47Z,0.07,18.0
OC203E#S_TE#11,OC203E,S_TE,Seat of Might,2026-08-14T12:45:00Z,2026-08-15T04:01:47Z,2026-08-15T03:05:52Z,-0.93,15.0
OC203E#S_TE#12,OC203E,S_TE,Seat of Might,2026-08-14T15:45:00Z,2026-08-15T03:05:52Z,2026-08-15T04:16:25Z,1.18,12.0
OC203E#S_TE#13,OC203E,S_TE,Seat of Might,2026-08-14T18:45:00Z,2026-08-15T04:16:25Z,2026-08-15T03:35:18Z,-0.69,9.0
OC203E#S_TE#14,OC203E,S_TE,Seat of Might,2026-08-14T21:45:00Z,2026-08-15T03:35:18Z,2026-08-15T04:19:50Z,0.74,6.0
